Sample ID	Block	Time	Jar	Treatment	Measurement Date	Measurer Name	Larval Stage	Length	Height	Circumference 	Alive/Dead	Normal.Deformed
CS.B06.T00.J09 7.28.18-0012	B06	T00	J09	SE	6/20/2019	Melati Tarrant	Trochophore	0.059	0.052	0.179	Alive	Normal
CS.B06.T00.J09 7.28.18-0013	B06	T00	J09	SE	6/20/2019	Melati Tarrant	Trochophore	0.056	0.054	0.175	Alive	Normal
CS.B06.T00.J09 7.28.18-0014	B06	T00	J09	SE	6/20/2019	Melati Tarrant	Trochophore	0.054	0.051	0.173	Alive	Normal
CS.B06.T00.J09 7.28.18-0015 A	B06	T00	J09	SE	6/20/2019	Melati Tarrant	Trochophore	0.052	0.051	0.164	Alive	Normal
CS.B06.T00.J09 7.28.18-0015 B	B06	T00	J09	SE	6/20/2019	Melati Tarrant	Trochophore	0.051	0.057	0.181	Alive	Normal
CS.B06.T00.J09 7.28.18-0016	B06	T00	J09	SE	6/20/2019	Melati Tarrant	Trochophore	0.055	0.053	0.174	Alive	Normal
CS.B06.T00.J09 7.28.18-0017	B06	T00	J09	SE	6/20/2019	Melati Tarrant	Trochophore	0.058	0.054	0.184	Alive	Normal
CS.B06.T00.J09 7.28.18-0018	B06	T00	J09	SE	6/20/2019	Melati Tarrant	Trochophore	0.055	0.057	0.181	Alive	Normal
CS.B06.T00.J09 7.28.18-0020	B06	T00	J09	SE	6/20/2019	Melati Tarrant	Trochophore	0.056	0.054	0.180	Alive	Normal
CS.B06.T00.J09 7.28.18-0021	B06	T00	J09	SE	6/20/2019	Melati Tarrant	Trochophore	0.055	0.062	0.185	Alive	Normal
CS.B06.T00.J09 7.28.18-0022	B06	T00	J09	SE	6/20/2019	Melati Tarrant	Trochophore	0.071	0.082	0.243	Alive	Normal
CS.B06.T00.J09 7.28.18-0023	B06	T00	J09	SE	6/20/2019	Melati Tarrant	Trochophore	0.057	0.062	0.188	Alive	Normal
CS.B06.T00.J09 7.28.18-0024	B06	T00	J09	SE	6/20/2019	Melati Tarrant	Trochophore	0.063	0.068	0.217	Alive	Normal
CS.B06.T00.J09 7.28.18-0025	B06	T00	J09	SE	6/20/2019	Melati Tarrant	Trochophore	0.078	0.064	0.228	Alive	Normal
CS.B06.T00.J10 7.28.18-0001	B06	T00	J10	CA	6/20/2019	Melati Tarrant	Trochophore	0.047	0.057	0.181	Alive	Normal
CS.B06.T00.J10 7.28.18-0002	B06	T00	J10	CA	6/20/2019	Melati Tarrant	Trochophore	0.037	0.034	0.109	Alive	Normal
CS.B06.T00.J10 7.28.18-0003	B06	T00	J10	CA	6/20/2019	Melati Tarrant	Trochophore	0.058	0.054	0.182	Alive	Normal
CS.B06.T00.J10 7.28.18-0004	B06	T00	J10	CA	6/20/2019	Melati Tarrant	Trochophore	0.055	0.047	0.167	Alive	Normal
CS.B06.T00.J10 7.28.18-0007	B06	T00	J10	CA	6/20/2019	Melati Tarrant	Trochophore	0.062	0.057	0.187	Alive	Normal
CS.B06.T00.J10 7.28.18-0008	B06	T00	J10	CA	6/20/2019	Melati Tarrant	Trochophore	0.054	0.050	0.171	Alive	Normal
CS.B06.T00.J10 7.28.18-0009	B06	T00	J10	CA	6/20/2019	Melati Tarrant	Trochophore	0.052	0.050	0.163	Alive	Normal
CS.B06.T00.J10 7.28.18-0010	B06	T00	J10	CA	6/20/2019	Melati Tarrant	D-Stage	0.054	0.068	0.238	Alive	Normal
CS.B06.T00.J10 7.28.18-0011	B06	T00	J10	CA	6/20/2019	Melati Tarrant	Trochophore	0.053	0.056	0.164	Alive	Normal
CS.B06.T00.J10 7.28.18-0012	B06	T00	J10	CA	6/20/2019	Melati Tarrant	Trochophore	0.058	0.046	0.162	Alive	Normal
CS.B06.T00.J10 7.28.18-0013	B06	T00	J10	CA	6/20/2019	Melati Tarrant	Trochophore	0.063	0.051	0.185	Alive	Normal
CS.B06.T00.J10 7.28.18-0014	B06	T00	J10	CA	6/20/2019	Melati Tarrant	Trochophore	0.051	0.059	0.178	Alive	Normal
CS.B06.T00.J10 7.28.18-0015	B06	T00	J10	CA	6/20/2019	Melati Tarrant	Trochophore	0.054	0.050	0.167	Alive	Normal
CS.B06.T00.J11 7.30.18-0001	B06	T00	J11	CON	6/20/2019	Melati Tarrant	Trochophore	0.054	0.059	0.172	Alive	Normal
CS.B06.T00.J11 7.30.18-0003 A	B06	T00	J11	CON	6/20/2019	Melati Tarrant	Trochophore	0.059	0.053	0.179	Alive	Normal
CS.B06.T00.J11 7.30.18-0003 B	B06	T00	J11	CON	6/20/2019	Melati Tarrant	Trochophore	0.062	0.056	0.192	Alive	Normal
CS.B06.T00.J11 7.30.18-0005	B06	T00	J11	CON	6/20/2019	Melati Tarrant	Trochophore	0.053	0.058	0.182	Alive	Normal
CS.B06.T00.J11 7.30.18-0006	B06	T00	J11	CON	6/20/2019	Melati Tarrant	Trochophore	0.056	0.054	0.178	Alive	Normal
CS.B06.T00.J11 7.30.18-0007	B06	T00	J11	CON	6/20/2019	Melati Tarrant	Trochophore	0.053	0.058	0.182	Alive	Normal
CS.B06.T00.J11 7.30.18-0008	B06	T00	J11	CON	6/20/2019	Melati Tarrant	Trochophore	0.065	0.056	0.196	Alive	Normal
CS.B06.T00.J11 7.30.18-0009	B06	T00	J11	CON	6/20/2019	Melati Tarrant	Trochophore	0.078	0.082	0.261	Alive	Normal
CS.B06.T00.J11 7.30.18-0010	B06	T00	J11	CON	6/20/2019	Melati Tarrant	Trochophore	0.056	0.056	0.182	Alive	Normal
CS.B06.T00.J11 7.30.18-0011	B06	T00	J11	CON	6/20/2019	Melati Tarrant	Trochophore	0.053	0.054	0.179	Alive	Normal
CS.B06.T00.J11 7.30.18-0012	B06	T00	J11	CON	6/20/2019	Melati Tarrant	Trochophore	0.052	0.060	0.185	Alive	Normal
CS.B06.T00.J11 7.30.18-0013	B06	T00	J11	CON	6/20/2019	Melati Tarrant	Trochophore	0.051	0.057	0.178	Alive	Normal
CS.B06.T00.J11 7.30.18-0014	B06	T00	J11	CON	6/20/2019	Melati Tarrant	Trochophore	0.060	0.055	0.190	Alive	Normal
CS.B06.T00.J11 7.30.18-0015	B06	T00	J11	CON	6/20/2019	Melati Tarrant	Trochophore	0.051	0.058	0.181	Alive	Normal
CS.B06.T00.J11 7.30.18-0016	B06	T00	J11	CON	6/20/2019	Melati Tarrant	D-Stage	0.041	0.049	0.175	Alive	Normal
CS.B06.T00.J11 7.30.18-0017 A	B06	T00	J11	CON	6/20/2019	Melati Tarrant	Trochophore	0.059	0.056	0.179	Alive	Normal
CS.B06.T00.J11 7.30.18-0017 B	B06	T00	J11	CON	6/20/2019	Melati Tarrant	Trochophore	0.067	0.076	0.235	Alive	Normal
CS.B06.T00.J11 7.30.18-0018	B06	T00	J11	CON	6/20/2019	Melati Tarrant	Trochophore	0.059	0.067	0.200	Alive	Normal
CS.B06.T00.J11 7.30.18-0019	B06	T00	J11	CON	6/20/2019	Melati Tarrant	Trochophore	0.057	0.053	0.183	Alive	Normal
CS.B06.T00.J11 7.30.18-0020	B06	T00	J11	CON	6/20/2019	Melati Tarrant	Trochophore	0.062	0.045	0.182	Alive	Normal
CS.B06.T00.J11 7.30.18-0021	B06	T00	J11	CON	6/20/2019	Melati Tarrant	Trochophore	0.077	0.071	0.240	Alive	Normal
CS.B06.T00.J12 7.30.18-0001	B06	T00	J12	CASE	6/20/2019	Melati Tarrant	Trochophore	0.063	0.054	0.196	Alive	Normal
CS.B06.T00.J12 7.30.18-0002	B06	T00	J12	CASE	6/20/2019	Melati Tarrant	Trochophore	0.060	0.052	0.185	Alive	Normal
CS.B06.T00.J12 7.30.18-0003	B06	T00	J12	CASE	6/20/2019	Melati Tarrant	Trochophore	0.052	0.051	0.170	Alive	Normal
CS.B06.T00.J12 7.30.18-0004	B06	T00	J12	CASE	6/20/2019	Melati Tarrant	Trochophore	0.065	0.078	0.229	Alive	Normal
CS.B06.T00.J12 7.30.18-0005	B06	T00	J12	CASE	6/20/2019	Melati Tarrant	Trochophore	0.054	0.063	0.184	Alive	Normal
CS.B06.T00.J12 7.30.18-0006	B06	T00	J12	CASE	6/20/2019	Melati Tarrant	Trochophore	0.055	0.055	0.174	Alive	Normal
CS.B06.T00.J12 7.30.18-0007	B06	T00	J12	CASE	6/20/2019	Melati Tarrant	Trochophore	0.059	0.058	0.183	Alive	Normal
CS.B06.T00.J12 7.30.18-0008	B06	T00	J12	CASE	6/20/2019	Melati Tarrant	Trochophore	0.052	0.059	0.177	Alive	Normal
CS.B06.T00.J12 7.30.18-0009	B06	T00	J12	CASE	6/20/2019	Melati Tarrant	Trochophore	0.068	0.060	0.213	Alive	Normal
CS.B06.T00.J12 7.30.18-0010	B06	T00	J12	CASE	6/20/2019	Melati Tarrant	Trochophore	0.074	0.069	0.229	Alive	Normal
CS.B06.T00.J12 7.30.18-0011	B06	T00	J12	CASE	6/20/2019	Melati Tarrant	Trochophore	0.059	0.053	0.182	Alive	Normal
CS.B06.T00.J12 7.30.18-0012 A	B06	T00	J12	CASE	6/20/2019	Melati Tarrant	Trochophore	0.052	0.053	0.172	Alive	Normal
CS.B06.T00.J12 7.30.18-0012 B	B06	T00	J12	CASE	6/20/2019	Melati Tarrant	Trochophore	0.044	0.051	0.166	Alive	Normal
CS.B06.T00.J12 7.30.18-0013 A	B06	T00	J12	CASE	6/20/2019	Melati Tarrant	Trochophore	0.057	0.055	0.192	Alive	Normal
CS.B06.T00.J12 7.30.18-0013 B	B06	T00	J12	CASE	6/20/2019	Melati Tarrant	Trochophore	0.049	0.064	0.179	Alive	Normal
CS.B06.T00.J12 7.30.18-0014	B06	T00	J12	CASE	6/20/2019	Melati Tarrant	Trochophore	0.067	0.073	0.223	Alive	Normal
CS.B06.T00.J12 7.30.18-0015	B06	T00	J12	CASE	6/20/2019	Melati Tarrant	Trochophore	0.052	0.053	0.171	Alive	Normal
CS.B06.T00.J12 7.30.18-0016	B06	T00	J12	CASE	6/20/2019	Melati Tarrant	Trochophore	0.052	0.061	0.187	Alive	Normal
CS.B06.T00.J12 7.30.18-0017	B06	T00	J12	CASE	6/20/2019	Melati Tarrant	Trochophore	0.047	0.065	0.193	Alive	Normal
CS.B06.T00.J12 7.30.18-0018	B06	T00	J12	CASE	6/20/2019	Melati Tarrant	Trochophore	0.056	0.057	0.172	Alive	Normal
CS.B06.T00.J12 7.30.18-0019	B06	T00	J12	CASE	6/20/2019	Melati Tarrant	Trochophore	0.062	0.053	0.186	Alive	Normal
CS.B06.T00.J12 7.30.18-0020	B06	T00	J12	CASE	6/20/2019	Melati Tarrant	Trochophore	0.053	0.054	0.172	Alive	Normal
CS.B06.T00.J12 7.30.18-0021	B06	T00	J12	CASE	6/20/2019	Melati Tarrant	Trochophore	0.054	0.057	0.170	Alive	Normal
CS.B06.T00.J12 7.30.18-0022	B06	T00	J12	CASE	6/20/2019	Melati Tarrant	Trochophore	0.057	0.051	0.175	Alive	Normal
CS.B06.T00.J12 7.30.18-0023	B06	T00	J12	CASE	6/20/2019	Melati Tarrant	Trochophore	0.052	0.059	0.189	Alive	Normal
CS.B06.T00.J12 7.30.18-0024	B06	T00	J12	CASE	6/20/2019	Melati Tarrant	Trochophore	0.057	0.054	0.175	Alive	Normal
CS.B06.T04.J01 6.28.18-0001	B06	T04	J01	CASE	5/29/2019	Melati Tarrant	Trochophore	0.041	0.056	0.179	Alive	Normal
CS.B06.T04.J01 6.28.18-0002	B06	T04	J01	CASE	5/29/2019	Melati Tarrant	Trochophore	0.064	0.054	0.196	Alive	Normal
CS.B06.T04.J01 6.28.18-0003	B06	T04	J01	CASE	5/29/2019	Melati Tarrant	Trochophore	0.053	0.059	0.189	Alive	Normal
CS.B06.T04.J01 6.28.18-0004	B06	T04	J01	CASE	5/29/2019	Melati Tarrant	Trochophore	0.057	0.053	0.183	Alive	Normal
CS.B06.T04.J01 6.28.18-0005	B06	T04	J01	CASE	5/29/2019	Melati Tarrant	Trochophore	0.046	0.040	0.144	Alive	Normal
CS.B06.T04.J01 6.28.18-0007	B06	T04	J01	CASE	5/29/2019	Melati Tarrant	Trochophore	0.041	0.040	0.136	Alive	Normal
CS.B06.T04.J01 6.28.18-0008	B06	T04	J01	CASE	5/29/2019	Melati Tarrant	Trochophore	0.054	0.054	0.193	Alive	Normal
CS.B06.T04.J01 6.28.18-0009	B06	T04	J01	CASE	5/29/2019	Melati Tarrant	D-Stage	0.037	0.042	0.171	Alive	Normal
CS.B06.T04.J01 6.28.18-0010	B06	T04	J01	CASE	5/29/2019	Melati Tarrant	D-Stage	0.032	0.052	0.191	Alive	Normal
CS.B06.T04.J01 6.28.18-0012	B06	T04	J01	CASE	5/29/2019	Melati Tarrant	Trochophore	0.054	0.053	0.195	Alive	Normal
CS.B06.T04.J01 6.28.18-0013	B06	T04	J01	CASE	5/29/2019	Melati Tarrant	Trochophore	0.054	0.059	0.196	Alive	Normal
CS.B06.T04.J01 6.28.18-0014	B06	T04	J01	CASE	5/29/2019	Melati Tarrant	Trochophore	0.055	0.053	0.194	Alive	Normal
CS.B06.T04.J01 6.28.18-0015	B06	T04	J01	CASE	5/29/2019	Melati Tarrant	Trochophore	0.058	0.053	0.188	Alive	Normal
CS.B06.T04.J02 6.28.18-0001	B06	T04	J02	CON	5/29/2019	Melati Tarrant	Trochophore	0.051	0.052	0.172	Alive	Normal
CS.B06.T04.J02 6.28.18-0002	B06	T04	J02	CON	5/29/2019	Melati Tarrant	D-Stage	0.051	0.048	0.188	Alive	Normal
CS.B06.T04.J02 6.28.18-0003	B06	T04	J02	CON	5/29/2019	Melati Tarrant	Trochophore	0.051	0.051	0.174	Alive	Normal
CS.B06.T04.J02 6.28.18-0004	B06	T04	J02	CON	5/29/2019	Melati Tarrant	D-Stage	0.032	0.047	0.175	Alive	Normal
CS.B06.T04.J02 6.28.18-0005	B06	T04	J02	CON	5/29/2019	Melati Tarrant	D-Stage	0.038	0.054	0.211	Alive	Normal
CS.B06.T04.J02 6.28.18-0006	B06	T04	J02	CON	5/29/2019	Melati Tarrant	Trochophore	0.046	0.045	0.158	Alive	Normal
CS.B06.T04.J02 6.28.18-0007	B06	T04	J02	CON	5/29/2019	Melati Tarrant	Trochophore	0.052	0.057	0.194	Alive	Normal
CS.B06.T04.J02 6.28.18-0008	B06	T04	J02	CON	5/29/2019	Melati Tarrant	Trochophore	0.049	0.059	0.189	Alive	Normal
CS.B06.T04.J03 6.28.18-0001	B06	T04	J03	SE	5/29/2019	Melati Tarrant	Trochophore	0.051	0.061	0.189	Alive	Normal
CS.B06.T04.J03 6.28.18-0002	B06	T04	J03	SE	5/29/2019	Melati Tarrant	Trochophore	0.053	0.051	0.165	Alive	Normal
CS.B06.T04.J03 6.28.18-0003	B06	T04	J03	SE	5/29/2019	Melati Tarrant	D-Stage	0.037	0.053	0.187	Alive	Normal
CS.B06.T04.J03 6.28.18-0004	B06	T04	J03	SE	5/29/2019	Melati Tarrant	Trochophore	0.049	0.055	0.188	Alive	Normal
CS.B06.T04.J03 6.28.18-0005	B06	T04	J03	SE	5/29/2019	Melati Tarrant	D-Stage	0.039	0.056	0.198	Alive	Normal
CS.B06.T04.J03 6.28.18-0007	B06	T04	J03	SE	5/29/2019	Melati Tarrant	Trochophore	0.053	0.059	0.197	Alive	Normal
CS.B06.T04.J03 6.28.18-0009	B06	T04	J03	SE	5/29/2019	Melati Tarrant	Trochophore	0.051	0.054	0.189	Alive	Normal
CS.B06.T04.J03 6.28.18-0010	B06	T04	J03	SE	5/29/2019	Melati Tarrant	Trochophore	0.056	0.055	0.191	Alive	Normal
CS.B06.T04.J03 6.28.18-0011	B06	T04	J03	SE	5/29/2019	Melati Tarrant	Trochophore	0.058	0.044	0.211	Alive	Deformed
CS.B06.T04.J03 6.28.18-0012	B06	T04	J03	SE	5/29/2019	Melati Tarrant	Trochophore	0.051	0.055	0.181	Alive	Normal
CS.B06.T04.J03 6.28.18-0013	B06	T04	J03	SE	5/29/2019	Melati Tarrant	Trochophore	0.048	0.052	0.171	Alive	Normal
CS.B06.T04.J03 6.28.18-0014	B06	T04	J03	SE	5/29/2019	Melati Tarrant	Trochophore	0.059	0.044	0.217	Alive	Normal
CS.B06.T04.J03 6.28.18-0016	B06	T04	J03	SE	5/29/2019	Melati Tarrant	Trochophore	0.053	0.048	0.169	Alive	Normal
CS.B06.T04.J03 6.28.18-0017	B06	T04	J03	SE	5/29/2019	Melati Tarrant	D-Stage	0.041	0.068	0.249	Alive	Normal
CS.B06.T04.J03 6.28.18-0020	B06	T04	J03	SE	5/29/2019	Melati Tarrant	D-Stage	0.038	0.051	0.197	Alive	Normal
CS.B06.T04.J04 6.28.18-0001	B06	T04	J04	SE	5/29/2019	Melati Tarrant	Trochophore	0.052	0.061	0.199	Alive	Normal
CS.B06.T04.J04 6.28.18-0002	B06	T04	J04	SE	5/29/2019	Melati Tarrant	Trochophore	0.044	0.041	0.156	Alive	Normal
CS.B06.T04.J04 6.28.18-0003	B06	T04	J04	SE	5/29/2019	Melati Tarrant	Trochophore	0.048	0.053	0.187	Alive	Normal
CS.B06.T04.J04 6.28.18-0004	B06	T04	J04	SE	5/29/2019	Melati Tarrant	Trochophore	0.049	0.070	0.207	Alive	Normal
CS.B06.T04.J04 6.28.18-0006	B06	T04	J04	SE	5/29/2019	Melati Tarrant	Trochophore	0.054	0.052	0.184	Alive	Normal
CS.B06.T04.J04 6.28.18-0007	B06	T04	J04	SE	5/29/2019	Melati Tarrant	Trochophore	0.055	0.050	0.180	Alive	Normal
CS.B06.T04.J04 6.28.18-0009	B06	T04	J04	SE	5/29/2019	Melati Tarrant	Trochophore	0.055	0.058	0.190	Alive	Normal
CS.B06.T04.J04 6.28.18-0010	B06	T04	J04	SE	5/29/2019	Melati Tarrant	Trochophore	0.058	0.051	0.191	Alive	Normal
CS.B06.T04.J04 6.28.18-0013	B06	T04	J04	SE	5/29/2019	Melati Tarrant	Trochophore	0.039	0.046	0.142	Alive	Normal
CS.B06.T04.J04 6.28.18-0014	B06	T04	J04	SE	5/29/2019	Melati Tarrant	Trochophore	0.051	0.062	0.204	Alive	Normal
CS.B06.T04.J04 6.28.18-0015	B06	T04	J04	SE	5/29/2019	Melati Tarrant	Trochophore	0.057	0.062	0.202	Alive	Normal
CS.B06.T04.J04 6.28.18-0016	B06	T04	J04	SE	5/29/2019	Melati Tarrant	D-Stage	0.044	0.052	0.192	Alive	Normal
CS.B06.T04.J04 6.28.18-0017	B06	T04	J04	SE	5/29/2019	Melati Tarrant	Trochophore	0.053	0.055	0.192	Alive	Normal
CS.B06.T04.J04 6.28.18-0019	B06	T04	J04	SE	5/29/2019	Melati Tarrant	D-Stage	0.037	0.056	0.192	Alive	Normal
CS.B06.T04.J05 6.29.18-0001	B06	T04	J05	CA	5/29/2019	Melati Tarrant	Trochophore	0.050	0.060	NA	Alive	Normal
CS.B06.T04.J05 6.29.18-0002 A	B06	T04	J05	CA	5/29/2019	Melati Tarrant	Trochophore	0.039	0.056	0.183	Alive	Deformed
CS.B06.T04.J05 6.29.18-0002 B	B06	T04	J05	CA	5/29/2019	Melati Tarrant	D-Stage	0.037	0.062	0.202	Alive	Normal
CS.B06.T04.J05 6.29.18-0003	B06	T04	J05	CA	5/29/2019	Melati Tarrant	D-Stage	0.065	0.071	0.263	Alive	Normal
CS.B06.T04.J05 6.29.18-0004	B06	T04	J05	CA	5/29/2019	Melati Tarrant	Trochophore	0.050	0.058	0.193	Alive	Normal
CS.B06.T04.J05 6.29.18-0005	B06	T04	J05	CA	5/29/2019	Melati Tarrant	Trochophore	0.056	0.052	0.190	Alive	Normal
CS.B06.T04.J05 6.29.18-0006	B06	T04	J05	CA	5/29/2019	Melati Tarrant	Trochophore	0.055	0.058	0.193	Alive	Normal
CS.B06.T04.J05 6.29.18-0007	B06	T04	J05	CA	5/29/2019	Melati Tarrant	Trochophore	0.062	0.076	0.253	Alive	Normal
CS.B06.T04.J05 6.29.18-0008	B06	T04	J05	CA	5/29/2019	Melati Tarrant	Trochophore	0.055	0.058	0.198	Alive	Normal
CS.B06.T04.J05 6.29.18-0009	B06	T04	J05	CA	5/29/2019	Melati Tarrant	Trochophore	0.052	0.063	0.202	Alive	Normal
CS.B06.T04.J05 6.29.18-0010	B06	T04	J05	CA	5/29/2019	Melati Tarrant	Trochophore	0.051	0.061	0.194	Alive	Normal
CS.B06.T04.J05 6.29.18-0011	B06	T04	J05	CA	5/29/2019	Melati Tarrant	Trochophore	0.058	0.052	0.203	Alive	Normal
CS.B06.T04.J05 6.29.18-0012	B06	T04	J05	CA	5/29/2019	Melati Tarrant	Trochophore	0.052	0.057	0.197	Alive	Normal
CS.B06.T04.J05 6.29.18-0013	B06	T04	J05	CA	5/29/2019	Melati Tarrant	Trochophore	0.052	0.057	0.197	Alive	Normal
CS.B06.T04.J05 6.29.18-0014	B06	T04	J05	CA	5/29/2019	Melati Tarrant	D-Stage	0.041	0.058	0.207	Alive	Normal
CS.B06.T04.J05 6.29.18-0015	B06	T04	J05	CA	5/29/2019	Melati Tarrant	Trochophore	0.059	0.053	0.196	Alive	Normal
CS.B06.T04.J05 6.29.18-0016	B06	T04	J05	CA	5/29/2019	Melati Tarrant	Trochophore	0.027	0.042	0.149	Alive	Normal
CS.B06.T04.J05 6.29.18-0017	B06	T04	J05	CA	5/29/2019	Melati Tarrant	D-Stage	0.037	0.058	0.206	Alive	Normal
CS.B06.T04.J05 6.29.18-0018	B06	T04	J05	CA	5/29/2019	Melati Tarrant	Trochophore	0.055	0.051	0.183	Alive	Normal
CS.B06.T04.J05 6.29.18-0020	B06	T04	J05	CA	5/29/2019	Melati Tarrant	D-Stage	0.040	0.053	0.193	Alive	Normal
CS.B06.T04.J05 6.29.18-0021	B06	T04	J05	CA	5/29/2019	Melati Tarrant	D-Stage	0.042	0.059	0.199	Alive	Normal
CS.B06.T04.J05 6.29.18-0022	B06	T04	J05	CA	5/29/2019	Melati Tarrant	D-Stage	0.052	0.053	0.199	Alive	Normal
CS.B06.T04.J05 6.29.18-0023 A	B06	T04	J05	CA	5/29/2019	Melati Tarrant	D-Stage	0.049	0.053	0.195	Alive	Normal
CS.B06.T04.J05 6.29.18-0023 B	B06	T04	J05	CA	5/29/2019	Melati Tarrant	Trochophore	0.052	0.056	0.192	Alive	Normal
CS.B06.T04.J05 6.29.18-0024	B06	T04	J05	CA	5/29/2019	Melati Tarrant	D-Stage	0.041	0.064	0.208	Alive	Normal
CS.B06.T04.J05 6.29.18-0025	B06	T04	J05	CA	5/29/2019	Melati Tarrant	Trochophore	0.054	0.052	0.182	Alive	Normal
CS.B06.T04.J05 6.29.18-0026	B06	T04	J05	CA	5/29/2019	Melati Tarrant	Trochophore	0.056	0.048	0.184	Alive	Normal
CS.B06.T04.J05 6.29.18-0027	B06	T04	J05	CA	5/29/2019	Melati Tarrant	Trochophore	0.056	0.060	0.206	Alive	Normal
CS.B06.T04.J05 6.29.18-0028	B06	T04	J05	CA	5/29/2019	Melati Tarrant	D-Stage	0.024	0.058	0.196	Alive	Normal
CS.B06.T04.J05 6.29.18-0029	B06	T04	J05	CA	5/29/2019	Melati Tarrant	D-Stage	0.042	0.054	0.200	Alive	Normal
CS.B06.T04.J05 6.29.18-0030	B06	T04	J05	CA	5/29/2019	Melati Tarrant	D-Stage	0.044	0.054	0.203	Alive	Normal
CS.B06.T04.J05 6.29.18-0031	B06	T04	J05	CA	5/29/2019	Melati Tarrant	D-Stage	0.039	0.054	0.202	Alive	Normal
CS.B06.T04.J06 6.29.18-0002	B06	T04	J06	CON	5/29/2019	Melati Tarrant	Trochophore	0.063	0.053	0.200	Alive	Normal
CS.B06.T04.J06 6.29.18-0003	B06	T04	J06	CON	5/29/2019	Melati Tarrant	Trochophore	0.034	0.056	0.190	Alive	Normal
CS.B06.T04.J06 6.29.18-0004	B06	T04	J06	CON	5/29/2019	Melati Tarrant	D-Stage	0.041	0.053	0.195	Alive	Normal
CS.B06.T04.J06 6.29.18-0005	B06	T04	J06	CON	5/29/2019	Melati Tarrant	Trochophore	0.051	0.062	0.192	Alive	Normal
CS.B06.T04.J06 6.29.18-0006	B06	T04	J06	CON	5/29/2019	Melati Tarrant	Trochophore	0.053	0.057	0.192	Alive	Normal
CS.B06.T04.J06 6.29.18-0007	B06	T04	J06	CON	5/29/2019	Melati Tarrant	D-Stage	0.045	0.059	0.207	Alive	Normal
CS.B06.T04.J06 6.29.18-0008	B06	T04	J06	CON	5/29/2019	Melati Tarrant	Trochophore	0.047	0.062	0.213	Alive	Normal
CS.B06.T04.J06 6.29.18-0009	B06	T04	J06	CON	5/29/2019	Melati Tarrant	Trochophore	0.049	0.054	0.198	Alive	Normal
CS.B06.T04.J06 6.29.18-0011	B06	T04	J06	CON	5/29/2019	Melati Tarrant	D-Stage	0.039	0.058	0.198	Alive	Normal
CS.B06.T04.J06 6.29.18-0012	B06	T04	J06	CON	5/29/2019	Melati Tarrant	Trochophore	0.051	0.055	0.189	Alive	Normal
CS.B06.T04.J07 7.2.18-0001	B06	T04	J07	CASE	5/29/2019	Melati Tarrant	Trochophore	0.061	0.058	0.203	Alive	Normal
CS.B06.T04.J07 7.2.18-0003	B06	T04	J07	CASE	5/29/2019	Melati Tarrant	Trochophore	0.059	0.057	0.191	Alive	Normal
CS.B06.T04.J07 7.2.18-0004	B06	T04	J07	CASE	5/29/2019	Melati Tarrant	D-Stage	0.035	0.053	0.194	Alive	Normal
CS.B06.T04.J07 7.2.18-0005	B06	T04	J07	CASE	5/29/2019	Melati Tarrant	D-Stage	0.035	0.059	0.202	Alive	Normal
CS.B06.T04.J07 7.2.18-0006	B06	T04	J07	CASE	5/29/2019	Melati Tarrant	Trochophore	0.055	0.054	0.192	Alive	Normal
CS.B06.T04.J07 7.2.18-0007	B06	T04	J07	CASE	5/29/2019	Melati Tarrant	D-Stage	0.035	0.053	0.194	Alive	Normal
CS.B06.T04.J07 7.2.18-0009	B06	T04	J07	CASE	5/29/2019	Melati Tarrant	Trochophore	0.059	0.056	0.206	Alive	Normal
CS.B06.T04.J07 7.2.18-0011	B06	T04	J07	CASE	5/29/2019	Melati Tarrant	Trochophore	0.055	0.056	0.194	Alive	Normal
CS.B06.T04.J07 7.2.18-0012	B06	T04	J07	CASE	5/29/2019	Melati Tarrant	D-Stage	0.036	0.060	0.195	Alive	Normal
CS.B06.T04.J07 7.2.18-0014	B06	T04	J07	CASE	5/29/2019	Melati Tarrant	D-Stage	0.031	0.051	0.204	Alive	Normal
CS.B06.T04.J07 7.2.18-0015	B06	T04	J07	CASE	5/29/2019	Melati Tarrant	D-Stage	0.037	0.055	0.200	Alive	Normal
CS.B06.T04.J07 7.2.18-0016	B06	T04	J07	CASE	5/29/2019	Melati Tarrant	Trochophore	0.048	0.054	0.189	Alive	Normal
CS.B06.T04.J07 7.2.18-0017	B06	T04	J07	CASE	5/29/2019	Melati Tarrant	Trochophore	0.055	0.060	0.195	Alive	Normal
CS.B06.T04.J07 7.2.18-0018	B06	T04	J07	CASE	5/29/2019	Melati Tarrant	D-Stage	0.024	0.052	0.191	Alive	Normal
CS.B06.T04.J07 7.2.18-0019	B06	T04	J07	CASE	5/29/2019	Melati Tarrant	Trochophore	0.058	0.055	0.195	Alive	Normal
CS.B06.T04.J07 7.2.18-0020	B06	T04	J07	CASE	5/29/2019	Melati Tarrant	Trochophore	0.060	0.057	0.197	Alive	Normal
CS.B06.T04.J07 7.2.18-0021	B06	T04	J07	CASE	5/29/2019	Melati Tarrant	Trochophore	0.051	0.058	0.196	Alive	Normal
CS.B06.T04.J07 7.2.18-0022	B06	T04	J07	CASE	5/29/2019	Melati Tarrant	Trochophore	0.052	0.057	0.194	Alive	Normal
